BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
Iti,Solid georgette v neck womens dress - mustard,"Size:Large,Medium,X-Large",Nan,3599,No Discount,Westernwear-Women
Madame,Womens solid casual shirt - peach,"Size:X-Large,XX-Large","Rs
2199",1099,50% off,Westernwear-Women
Van heusen,Printed polyester asymmetric womens top - navy,"Size:Large,Medium,Small,X-Large,X-Small",Nan,2199,No Discount,Westernwear-Women
Campus sutra,Womens denim slim jeans - blue,"Size:26,28,30",Nan,1899,No Discount,Westernwear-Women
Allen solly tribe,Solid cotton round neck womens active wear t-shirt - black,"Size:Large,Medium,Small,X-Large",Nan,999,No Discount,Westernwear-Women
Crimsoune club,Printed lyocell round neck womens top - orange,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1399",839,40% off,Westernwear-Women
And,Solid cotton round neck womens regular dress - navy,"Size:8,10,12,14,16,18",Nan,2999,No Discount,Westernwear-Women
Crimsoune club,Skinny ankle length cotton blend womens jeans - black,"Size:28,30,32,34,36","Rs
2399",2159,10% off,Westernwear-Women
Crimsoune club,Skinny ankle length cotton blend womens jeans - grey,"Size:26,28,34,36","Rs
2299",1839,20% off,Westernwear-Women
Magre,Floral polyester blend regular fit womens shorts - grey,"Size:Large,Medium,Small,X-Small","Rs
1990",895,55% off,Westernwear-Women
Gipsy,Womens round neck floral print shift dress - white,"Size:Large,Medium,Small,X-Large","Rs
2795",1956,30% off,Westernwear-Women
Puma,Polyester round neck womens athleisure top - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2999",2099,30% off,Westernwear-Women
Fratini,Solid regular neck acrylic womens cardigan - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",749,50% off,Westernwear-Women
Puma,Nylon mid rise regular fit womens athleisure tights - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
6999",4899,30% off,Westernwear-Women
Puma,Printed cotton regular fit womens casual wear track pants - red,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2799",1959,30% off,Westernwear-Women
De moza,Solid cotton regular fit womens joggers - indigo,"Size:Large,Medium,X-Large,XX-Large",Nan,1499,No Discount,Westernwear-Women
Only,Washed long sleeves cotton womens regular jacket - natural,"Size:34,36,38,40,42","Rs
3999",3199,20% off,Westernwear-Women
Van heusen,Rayon regular fit womens active wear leggings - charcoal,"Size:Large,Medium,Small,X-Large",Nan,1399,No Discount,Westernwear-Women
Enamor,Womens round neck solid top - shocking pink,"Size:Large,Small","Rs
1699",1189,30% off,Westernwear-Women
Crimsoune club,Stripes collared lyocell womens dresses - yellow,"Size:Large,Medium,Small,X-Large","Rs
1799",1259,30% off,Westernwear-Women
Vero moda,Stripes round neck viscose womens  dresses - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2999",1799,40% off,Westernwear-Women
Iti,Solid georgette boat neck womens dress - plum,"Size:Medium,Small,X-Small",Nan,1799,No Discount,Westernwear-Women
109f,Solid viscose round neck womens regular fit top - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1299,No Discount,Westernwear-Women
Is.u,Floral polyester one shoulder womens regular fit top - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1890",945,50% off,Westernwear-Women
Faballey,Floral georgette square neck womens top - orange,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1300",1040,20% off,Westernwear-Women
Crimsoune club,Printed cotton round neck womens t-shirt - natural,"Size:Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
Crimsoune club,Printed lyocell collar neck womens shirt dress - natural,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3499",2799,20% off,Westernwear-Women
Global desi,Geometric full sleeves viscose womens full length jumpsuit - pink mix,"Size:XL,Large,Small,X-Small","Rs
2499",1624,35% off,Westernwear-Women
And,Solid loose fit polyester womens workwear pants - black,"Size:26,28,34,36",Nan,2499,No Discount,Westernwear-Women
Vero moda,Solid cotton off shoulder womens top - purple,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2599",1819,30% off,Westernwear-Women
Mystere paris,Activewear/nightwear womens t-shirt - blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
599",359,40% off,Westernwear-Women
Latin quarters,Solid polyester stretch cowl neck womens regular knit top - green,"Size:S,M,L,XL,X-Small","Rs
1399",699,50% off,Westernwear-Women
Dolce crudo,Womens i will survive denim jacket - black,"Size:Medium,Small,X-Large,X-Small","Rs
3999",1599,60% off,Westernwear-Women
Adidas,Solid polyester round neck womens t-shirt - red,"Size:Large,Small,X-Large","Rs
1799",1259,30% off,Westernwear-Women
Rare,Striped v-neck polyester womens jumpsuit dress - maroon,"Size:Large,Medium,X-Large","Rs
2099",944,55% off,Westernwear-Women
Miss chase,Solid round neck loopknit single jersey womens casual jacket - multi,"Size:Large,Medium,Small,X-Large,X-Small",Nan,2899,No Discount,Westernwear-Women
Miss chase,Solid round neck cotton womens regular fit dress - maroon,"Size:Large,Medium,Small,X-Large,X-Small",Nan,1299,No Discount,Westernwear-Women
Miss chase,Solid loopknit and rib round neck womens sweatshirt - olive,"Size:Large,Medium,Small,X-Large,X-Small",Nan,2399,No Discount,Westernwear-Women
Rare,Striped regular fit polyester womens casual shorts - navy,"Size:28,30,32,34","Rs
1499",674,55% off,Westernwear-Women
Miss chase,Womens regular fit shorts - blue,"Size:26,28,30,32,34",Nan,1799,No Discount,Westernwear-Women
Miss chase,Womens skinny fit clean look jeans - black,"Size:26,28,32",Nan,1899,No Discount,Westernwear-Women
Miss chase,Solid v neck fleece and rib womens casual jacket - black,"Size:Large,Medium,Small,X-Small",Nan,2999,No Discount,Westernwear-Women
Miss chase,Womens regular fit printed top - multi,"Size:Large,Medium,Small,X-Large,X-Small",Nan,1649,No Discount,Westernwear-Women
Miss chase,Womens skinny fit clean look jeans - blue,"Size:26,28,30,32,34",Nan,1949,No Discount,Westernwear-Women
Zink london,Acrylic blend women sweaters - ltgrey,"Size:Large,Medium,X-Large","Rs
2799",1119,60% off,Westernwear-Women
Sera,Solid cotton blend v-neck womens blouson top - burgundy,Size:X-Large,"Rs
1294",647,50% off,Westernwear-Women
Sera,Floral collar neck polyester womens a-line dress - white,"Size:Medium,X-Large","Rs
1998",999,50% off,Westernwear-Women
Enamor,Cotton blend womens active wear track pants - thistle,"Size:XL,Large,Medium,Small,XX-Large","Rs
1699",1189,30% off,Westernwear-Women
Allen solly,Solid v-neck polyester womens sheath dress - olive,"Size:X-Small,XXX-Large","Rs
2999",1799,40% off,Westernwear-Women
Faballey,Stripes georgette collared womens shirt dress - red,Size:Small,"Rs
1850",925,50% off,Westernwear-Women
Dolce crudo,Womens regular fit rock bottom denim jeans black - black,Size:26,"Rs
2199",879,60% off,Westernwear-Women
Crimsoune club,Solid cotton blend womens jumpsuits - blue,"Size:Large,Medium","Rs
2499",1249,50% off,Westernwear-Women
Kraus,Printed rayon round neck womens regular tops - off white,Size:Medium,"Rs
1199",599,50% off,Westernwear-Women
Kraus,Skinny fit ankle length cotton blend womens jeans - dark blue,"Size:28,32","Rs
1895",947,50% off,Westernwear-Women
109f,Womens solid casual shirt - natural,Size:X-Large,"Rs
1699",679,60% off,Westernwear-Women
Crimsoune club,Womens orange printed top - orange,"Size:Medium,Small","Rs
1499",899,40% off,Westernwear-Women
Indya,Foil print georgette womens ethnic jacket - yellow,"Size:X-Large,XX-Large","Rs
1800",900,50% off,Westernwear-Women
Monte carlo,Embossed blend poly fashion neck womens sweatshirt - pink,Size:38,Nan,2195,No Discount,Westernwear-Women
Janasya,Floral collared neck cotton regular fit womens night suit - grey,"Size:X-Large,X-Small,XX-Large","Rs
1999",799,60% off,Westernwear-Women
Global desi,Solid viscose rayon round neck womens straight top - red,Size:Small,"Rs
1599",959,40% off,Westernwear-Women
Sera,Printed polyester round neck womens top - red,"Size:Medium,X-Large","Rs
1298",649,50% off,Westernwear-Women
And,Stripes collar neck polyester women flared dress - blue,Size:16,"Rs
3499",2449,30% off,Westernwear-Women
Crimsoune club,Checks lyocell collared womens shirt - green,"Size:Large,Medium",Nan,1499,No Discount,Westernwear-Women
Varanga,Maroon and gold floral block printed tunic with 3/4th sleeves - maroon,Size:XX-Large,"Rs
1599",639,60% off,Westernwear-Women
Faballey,Floral v neck georgette womens flared dress - black,Size:Large,"Rs
1950",975,50% off,Westernwear-Women
Magre,Polka dots satin cowl neck womens dress - brown,"Size:Medium,Small","Rs
3190",1754,45% off,Westernwear-Women
Faballey,Solid square neck georgette womens a-line dress - purple,Size:X-Small,"Rs
1950",975,50% off,Westernwear-Women
Indya,Printed georgette off shoulder womens regular top - pink,"Size:Large,Medium","Rs
1600",800,50% off,Westernwear-Women
109f,Womens round neck lace top - birch,Size:Medium,"Rs
1599",639,60% off,Westernwear-Women
Emblaze,Womens self textured fit and flare dress - orange,"Size:Large,Medium,Small",Nan,2600,No Discount,Westernwear-Women
And,Solid polyester y neck womens top - black,Size:16,"Rs
1899",1709,10% off,Westernwear-Women
Duke,Geometric collar neck wool blend womens pullover - natural,Size:Small,Nan,3595,No Discount,Westernwear-Women
Faballey,Printed round neck georgette womens regular top - blue,Size:Medium,"Rs
1400",700,50% off,Westernwear-Women
Zink london,Stripes polyester regular fit womens dress - black,"Size:Medium,Small","Rs
2499",899,64% off,Westernwear-Women
Is.u,Womens love black high waist treggings - black,Size:Large,"Rs
1990",995,50% off,Westernwear-Women
Crimsoune club,Womens super skinny fit solid jeans - blue,"Size:30,34","Rs
1999",999,50% off,Westernwear-Women
Allen solly,Solid cotton round neck womens regular fit top - white,Size:X-Small,"Rs
2499",1499,40% off,Westernwear-Women
Vero moda,Womens round neck printed top - snow,Size:Medium,Nan,999,No Discount,Westernwear-Women
Kraus,Super skinny fit ankle length cotton womens jeans - blue,Size:32,"Rs
1895",947,50% off,Westernwear-Women
Kraus,Solid round neck cotton blend womens regular top - peach,Size:Medium,"Rs
1399",979,30% off,Westernwear-Women
Sera,Womens regular fit embellished round neck sweatshirt - black,"Size:Medium,Small","Rs
1899",759,60% off,Westernwear-Women
Latin quarters,Solid boat neck polyester womens regular fit dress - black,"Size:S,M","Rs
2899",1449,50% off,Westernwear-Women
Dolce crudo,Womens retro high waist treggings - navy,"Size:Small,X-Small","Rs
2299",1149,50% off,Westernwear-Women
Faballey,Womens wine polka shift dress with belt - purple,Size:Small,"Rs
1800",900,50% off,Westernwear-Women
Faballey,Solid sweetheart neck polyester blend womens a-line dress - purple,Size:Medium,"Rs
2100",1050,50% off,Westernwear-Women
Gipsy,Solid polyester round neck womens top - blue,Size:XX-Large,Nan,1495,No Discount,Westernwear-Women
Kraus,Skinny fit ankle length cotton womens jeans - mid blue,"Size:28,30","Rs
1995",997,50% off,Westernwear-Women
And,Polka dots viscose square neck womens cropped top - blue mix light,"Size:8,10,12","Rs
1699",1189,30% off,Westernwear-Women
Kraus,Solid rayon blend wide fit womens casual pants - baby pink,Size:30,"Rs
1695",847,50% off,Westernwear-Women
Dolce crudo,Womens journal secrets crop treggings - natural,Size:X-Small,"Rs
2049",922,55% off,Westernwear-Women
Kraus,Solid collared rayon womens regular fit top - olive,Size:Small,"Rs
1499",749,50% off,Westernwear-Women
Pepe,Skinny-high women jeans - green,Size:26,"Rs
2799",1679,40% off,Westernwear-Women
Faballey,Solid collar neck synthetic leather womens casual wear jacket - blue,Size:Medium,"Rs
3200",1600,50% off,Westernwear-Women
Crimsoune club,Stripes lyocell collared womens top - pink,"Size:Large,X-Large","Rs
1399",839,40% off,Westernwear-Women
Enamor,Cotton blend womens active wear track pants - olive,"Size:XL,Large,Medium,Small,XX-Large","Rs
1049",734,30% off,Westernwear-Women
Faballey,Stripes georgette v neck womens casual shirt - red,"Size:Small,X-Small","Rs
1500",750,50% off,Westernwear-Women
Enamor,Womens length high waisted contour leggings with sporty side stripe - pale peach,Size:Medium,Nan,799,No Discount,Westernwear-Women
Crimsoune club,Checks lyocell collared womens shirt - black,"Size:Large,Medium","Rs
1499",1349,10% off,Westernwear-Women
Faballey,Solid cotton square neck womens regular top - red,Size:Medium,"Rs
1400",700,50% off,Westernwear-Women
Adidas,Solid polyester round neck womens regular fit t-shirt - white,Size:Large,"Rs
2499",1249,50% off,Westernwear-Women
Global desi,Solid tie-up neck viscose rayon womens flared dress - coral,"Size:XL,Small,X-Small","Rs
2699",1349,50% off,Westernwear-Women
Iti,Womens mustard tie-up top - yellow,Size:X-Small,Nan,1699,No Discount,Westernwear-Women
Enamor,Cotton blend womens active wear track pants - dark olive,"Size:XL,Large,Medium,Small,XX-Large","Rs
1049",734,30% off,Westernwear-Women
Global desi,Striped cotton mandarin collar womens straight top - blue,"Size:Small,X-Small","Rs
1999",1199,40% off,Westernwear-Women
Crimsoune club,Slim fit thigh length cotton womens casual shorts - green,Size:Small,"Rs
1399",1119,20% off,Westernwear-Women
Zink london,Printed polyester v neck womens casual wear dresses - yellow,"Size:Large,Medium","Rs
2299",919,60% off,Westernwear-Women
Crimsoune club,Womens super skinny fit solid jeans - blue,Size:30,"Rs
1799",1079,40% off,Westernwear-Women
Madame,Solid cotton round neck womens regular top - peach,"Size:Large,Medium,XX-Large",Nan,999,No Discount,Westernwear-Women
Latin quarters,Solid polyester stretch collar neck womens casual jacket - rust,"Size:S,M,L","Rs
5499",3849,30% off,Westernwear-Women
Latin quarters,Solid cotton round neck womens sweater - pink,"Size:S,M,L,X-Small","Rs
1999",999,50% off,Westernwear-Women
And,Solid rayon round neck women peplum top - black,"Size:8,10","Rs
2099",1469,30% off,Westernwear-Women
Rare,Solid polyester square neck womens regular fit top - green,Size:Large,"Rs
1499",599,60% off,Westernwear-Women
Miss chase,Womens regular fit solid jacket - navy,Size:X-Small,Nan,2399,No Discount,Westernwear-Women
Marie claire,Printed shirt collar polyester womens casual dress - blue,Size:Small,"Rs
2399",1199,50% off,Westernwear-Women
Varanga,Womens maroon and gold floral block printed tunic - maroon,Size:XX-Large,"Rs
1599",719,55% off,Westernwear-Women
Marie claire,Solid mandarin neck suede womens casual jacket - black,"Size:Large,Medium","Rs
3799",1899,50% off,Westernwear-Women
Altlife,Printed polyester regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,799,No Discount,Westernwear-Women
Crimsoune club,Solid cotton blend round neck womens t-shirt - black,"Size:Medium,Small,X-Large,XX-Large","Rs
799",559,30% off,Westernwear-Women
Dolce crudo,Skinny fit crop length cotton womens jeans - blue,"Size:26,28,30,32,34","Rs
3999",1999,50% off,Westernwear-Women
Life,Solid regular neck polyester womens winter wear jacket - black,"Size:Large,Medium,Small,X-Small","Rs
1999",999,50% off,Westernwear-Women
Crimsoune club,Printed lyocell round neck womens top - white,"Size:Large,X-Large","Rs
1399",979,30% off,Westernwear-Women
Faballey,Solid viscose collared womens buttoned coat - grey,Size:X-Small,"Rs
3800",1900,50% off,Westernwear-Women
Gipsy,Solid crepe round neck womens regular fit top - blue,"Size:Large,Medium,Small,XX-Large","Rs
1795",897,50% off,Westernwear-Women
Campus sutra,Printed cotton round neck womens top - green,"Size:Medium,Small,X-Large",Nan,999,No Discount,Westernwear-Women
Indya,Womens printed a-line tunic - green,"Size:Large,Small,X-Small","Rs
1900",950,50% off,Westernwear-Women
Life,Womens 2 pocket slub pants - olive,Size:Large,Nan,1299,No Discount,Westernwear-Women
Global desi,Floral viscose mandarin collar women's top - pink,"Size:Medium,Small,X-Small","Rs
1499",899,40% off,Westernwear-Women
Global desi,Solid collar womens tunic - navy,"Size:Large,Medium,Small,X-Small,XX-Large",Nan,1699,No Discount,Westernwear-Women
Spykar,Printed cotton round neck womens regular t-shirt - sky blue,"Size:Large,Medium,Small,X-Large","Rs
999",699,30% off,Westernwear-Women
Faballey,Stripes sleeveless velvet womens above knee jumpsuits - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2100",1050,50% off,Westernwear-Women
Crimsoune club,Stripes lyocell round neck womens top - green,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",779,40% off,Westernwear-Women
Vero moda,Solid cotton v neck womens jacket - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2999",2399,20% off,Westernwear-Women
Crimsoune club,Printed round neck lyocell womens jumpsuits - white,"Size:Large,Medium,X-Large","Rs
1999",1399,30% off,Westernwear-Women
Gipsy,Regular fit nr knit womens jeggings - wine,"Size:30,32",Nan,1595,No Discount,Westernwear-Women
Iti,Solid georgette v neck womens top - pink,Size:Small,Nan,1499,No Discount,Westernwear-Women
Campus sutra,Womens knit regular fit top - green,"Size:Small,X-Large",Nan,999,No Discount,Westernwear-Women
And,Solid v-neck womens a-line dress - peach,"Size:8,10,12","Rs
2299",1149,50% off,Westernwear-Women
